source,target,similarity,weight
1027,1035,0.8482434515893202,0.9241217257946601
833,957,0.8481719853267508,0.9240859926633753
1021,1023,0.8479666246485527,0.9239833123242763
9,739,0.8477590450823973,0.9238795225411987
626,947,0.8477506957009632,0.9238753478504815
1150,1163,0.8477396187338154,0.9238698093669078
718,739,0.8476267712578001,0.9238133856289
298,714,0.8474857410121289,0.9237428705060644
1102,1136,0.8472995905897588,0.9236497952948794
146,659,0.8470206068577096,0.9235103034288548
544,926,0.8469012282691616,0.9234506141345808
321,384,0.846640861254213,0.9233204306271066
354,445,0.8465269732492918,0.9232634866246459
530,603,0.8464884907924554,0.9232442453962277
235,266,0.8464639545502888,0.9232319772751444
43,68,0.8464411141997157,0.9232205570998578
324,701,0.8464362044738805,0.9232181022369402
1031,1102,0.8463173176826374,0.9231586588413188
70,819,0.8461321453364593,0.9230660726682296
8,195,0.846122860791435,0.9230614303957174
334,469,0.8460083959334805,0.9230041979667403
271,294,0.8459616976635274,0.9229808488317637
717,719,0.845851110116622,0.922925555058311
311,335,0.8457900152599506,0.9228950076299753
115,209,0.8457424280220727,0.9228712140110363
868,885,0.8456863682836088,0.9228431841418043
577,627,0.8456142033010927,0.9228071016505464
184,213,0.8455065041942524,0.9227532520971262
1059,1093,0.8454375842435373,0.9227187921217687
1029,1089,0.8454114235402557,0.9227057117701278
634,635,0.845326877821997,0.9226634389109984
1099,1144,0.8452737029383707,0.9226368514691854
25,77,0.8452075208209048,0.9226037604104524
1117,1125,0.8450563245611882,0.9225281622805941
411,412,0.8450258230474996,0.9225129115237498
1027,1029,0.8449834467438809,0.9224917233719405
164,823,0.8449524391783957,0.9224762195891978
390,413,0.8449460220137404,0.9224730110068702
404,447,0.8445152867569051,0.9222576433784526
196,209,0.8444623607486723,0.9222311803743362
760,945,0.8444098696572729,0.9222049348286365
37,795,0.8437033608436791,0.9218516804218395
348,349,0.8431680779913872,0.9215840389956935
1132,1136,0.843094378153828,0.921547189076914
1092,1137,0.8430544513473556,0.9215272256736777
229,459,0.8430474743705241,0.921523737185262
276,283,0.8428657396404526,0.9214328698202263
790,939,0.8428558498333959,0.9214279249166979
411,460,0.8425533082374256,0.9212766541187127
401,410,0.8422851985539408,0.9211425992769704
196,213,0.8422521004272937,0.9211260502136469
1046,1131,0.842129114348554,0.921064557174277
1026,1169,0.8420342384928112,0.9210171192464056
407,422,0.8419760632953353,0.9209880316476676
1132,1145,0.8418429240877289,0.9209214620438644
1160,1162,0.8418354792512938,0.9209177396256469
727,736,0.8416868515314174,0.9208434257657088
1073,1092,0.8416263098043105,0.9208131549021552
104,501,0.8415025852456344,0.9207512926228172
1054,1157,0.8412227066466818,0.9206113533233409
374,460,0.8411537975450576,0.9205768987725288
134,171,0.8411228028994839,0.920561401449742
568,571,0.8408993019064618,0.920449650953231
233,284,0.8407538161517674,0.9203769080758837
1046,1144,0.8406903035507439,0.920345151775372
16,550,0.840670632984773,0.9203353164923864
1102,1106,0.8406395226682652,0.9203197613341326
759,944,0.8406093703624435,0.9203046851812218
1145,1157,0.8405144056735101,0.920257202836755
37,768,0.8404136664276939,0.9202068332138469
281,360,0.8403708034283507,0.9201854017141753
251,838,0.8403155571420268,0.9201577785710133
138,799,0.8402932916246219,0.9201466458123109
60,161,0.8399677176260552,0.9199838588130276
1026,1038,0.8399487541649087,0.9199743770824543
152,801,0.8399382926609249,0.9199691463304625
311,333,0.8398167830107659,0.919908391505383
365,422,0.8397788496347532,0.9198894248173766
439,737,0.8397211094002273,0.9198605547001136
9,31,0.8396206409931665,0.9198103204965833
77,892,0.8395423281353358,0.9197711640676679
718,797,0.8393918738854557,0.9196959369427278
74,100,0.839379141817157,0.9196895709085785
288,822,0.839336547500125,0.9196682737500625
61,157,0.8392292207626041,0.9196146103813021
42,63,0.8391898390691316,0.9195949195345658
872,883,0.8391151773417421,0.9195575886708711
1029,1175,0.8389625489620004,0.9194812744810001
313,333,0.838962548559406,0.9194812742797029
340,341,0.8388501016731933,0.9194250508365966
224,849,0.8386145472008596,0.9193072736004297
164,275,0.8385286748812555,0.9192643374406277
920,956,0.8384824506972567,0.9192412253486284
311,374,0.8384392824420183,0.9192196412210092
1078,1192,0.8384240418630976,0.9192120209315489
245,839,0.8384185046846168,0.9192092523423083
164,191,0.8383849830970538,0.9191924915485269
1140,1154,0.8382753087761236,0.9191376543880618
1048,1122,0.8382507747048026,0.9191253873524012
1098,1145,0.8381578024906597,0.9190789012453299
315,411,0.8381524969045365,0.9190762484522683
191,196,0.8380935603234281,0.919046780161714
88,795,0.8379798380974751,0.9189899190487376
70,297,0.8379689327788478,0.9189844663894239
202,823,0.8379015893276099,0.9189507946638049
209,856,0.837748394200391,0.9188741971001955
325,465,0.8376990157113962,0.9188495078556981
349,442,0.8376980256713774,0.9188490128356888
536,625,0.8376213321092184,0.9188106660546091
576,715,0.8372185138986358,0.9186092569493178
184,191,0.8371126989313973,0.9185563494656986
191,209,0.8371023029939653,0.9185511514969826
164,241,0.8369312782125568,0.9184656391062784
1123,1145,0.8368434152005538,0.918421707600277
577,600,0.8368080607905062,0.9184040303952531
1038,1058,0.8367624590779998,0.9183812295389999
242,819,0.8366517796704382,0.9183258898352191
311,411,0.8363894914936921,0.918194745746846
297,500,0.836373852060202,0.918186926030101
34,167,0.8363086929388284,0.9181543464694142
442,461,0.836163946958774,0.918081973479387
298,468,0.8360149741718027,0.9180074870859014
633,661,0.8359663980922969,0.9179831990461484
822,950,0.8357945752229455,0.9178972876114728
38,839,0.8355821360009056,0.9177910680004528
4,5,0.8355598283671508,0.9177799141835754
303,308,0.835554105958038,0.917777052979019
